txn_id,txn_date,account_code,account_name,vendor_name,approved_by,amount,txn_type,true_anomaly_flag
110957,2025-02-07,7100,Equipment Purchases (Capex),Westfield Catering Services,EMP0102,31742.74,invoice,none
104060,2024-07-15,6700,Repairs & Maintenance,Ironclad Security Systems,EMP0159,44441.31,invoice,none
108722,2025-01-27,6600,Electricity & Utilities,Silverline Facility Services,EMP0111,7420.8,invoice,none
100091,2025-01-14,6400,IT & Software Licenses,Falcon Stationery Mart,EMP0118,25359.81,invoice,none
101988,2024-10-09,6600,Electricity & Utilities,Quantum Data Services Pvt Ltd,EMP0122,15789.01,invoice,none
111025,2024-10-04,6300,Professional & Legal Fees,Horizon Marketing Solutions,EMP0154,32914.33,invoice,none
111967,2024-12-26,6100,Travel & Conveyance,Radiance Advertising Group,EMP0152,2332.47,invoice,none
114145,2024-10-01,6400,IT & Software Licenses,Shree Balaji Logistics Pvt Ltd,EMP0150,250000.0,invoice,round_number
107280,2024-06-12,6100,Travel & Conveyance,Lumen Software Systems India,EMP0132,73595.89,invoice,none
112240,2025-03-18,6100,Travel & Conveyance,Sundaram Professional Services,EMP0135,2522.75,invoice,none
111045,2024-12-18,6600,Electricity & Utilities,Union Print & Design Studio,EMP0122,85826.8,invoice,none
113242,2024-04-10,6400,IT & Software Licenses,Keystone Repairs & Services,EMP0112,16429.02,invoice,none
114480,2024-11-03,6800,Consulting Services,Meridian Consulting Partners,EMP0138,26738.37,invoice,weekend_posting
109518,2024-07-09,6400,IT & Software Licenses,Vertex Engineering Co Pvt Ltd,EMP0110,15634.82,invoice,none
113256,2024-08-13,6600,Electricity & Utilities,Meridian Consulting Partners,EMP0152,85507.72,invoice,none
114703,2024-11-26,7100,Equipment Purchases (Capex),Keystone Repairs & Services,EMP0152,9354.36,invoice,duplicate_invoice
102926,2025-02-03,6800,Consulting Services,Nexgen Consulting LLP,EMP0155,12563.41,invoice,none
110158,2024-04-26,7200,Rent & Facilities,Ironclad Security Systems,EMP0119,4520.66,invoice,none
108186,2024-09-16,6500,Marketing & Advertising,Sundaram Professional Services,EMP0155,5252.8,invoice,none
105885,2024-11-06,6600,Electricity & Utilities,Om Facilities Management,EMP0156,75649.68,invoice,none
102342,2024-09-10,6100,Travel & Conveyance,Lumen Software Systems India,EMP0153,14561.99,invoice,none
112123,2024-04-17,6300,Professional & Legal Fees,Silverline Facility Services,EMP0132,6892.89,invoice,none
110837,2024-12-16,7100,Equipment Purchases (Capex),Crescent Office Supplies,EMP0131,6569.63,invoice,none
100628,2024-05-01,6400,IT & Software Licenses,Horizon Marketing Solutions,EMP0113,9552.23,invoice,none
110243,2024-10-14,7100,Equipment Purchases (Capex),Zenith Professional Consultants,EMP0150,7823.53,invoice,none
107546,2024-08-02,6700,Repairs & Maintenance,Ironclad Security Systems,EMP0156,14459.13,invoice,none
109911,2024-08-16,6300,Professional & Legal Fees,Meridian Consulting Partners,EMP0122,9750.18,invoice,none
104766,2024-11-26,7100,Equipment Purchases (Capex),Crescent Office Supplies,EMP0151,39817.89,invoice,none
114651,2024-08-07,6100,Travel & Conveyance,Meridian Consulting Partners,EMP0115,95203.4,invoice,duplicate_invoice
114875,2024-05-17,6400,IT & Software Licenses,Silverline Facility Services,EMP0132,19630.81,invoice,duplicate_invoice
100129,2024-10-28,6200,Office Supplies & Stationery,Northstar Power & Utilities,EMP0119,9277.64,invoice,none
112173,2024-06-13,6700,Repairs & Maintenance,Bharat Freight Carriers,EMP0150,14332.42,invoice,none
110592,2024-05-21,6300,Professional & Legal Fees,Crescent Office Supplies,EMP0147,3001.68,invoice,none
104183,2025-03-14,6100,Travel & Conveyance,Sundaram Professional Services,EMP0140,63325.87,invoice,none
107300,2024-04-29,6500,Marketing & Advertising,Yellowstone Cleaning Services,EMP0101,5390.78,invoice,none
106996,2024-07-05,6100,Travel & Conveyance,Vertex Engineering Co Pvt Ltd,EMP0114,6247.5,invoice,none
102399,2024-11-12,6700,Repairs & Maintenance,Quantum Data Services Pvt Ltd,EMP0141,17251.78,invoice,none
113663,2024-07-30,6500,Marketing & Advertising,Ironclad Security Systems,EMP0117,52090.45,invoice,none
101187,2024-11-15,6600,Electricity & Utilities,Titan Hardware Suppliers,EMP0157,24569.57,invoice,none
112609,2025-02-04,6600,Electricity & Utilities,Union Print & Design Studio,EMP0129,10442.08,invoice,none
115056,2025-02-28,6100,Travel & Conveyance,Union Print & Design Studio,EMP0152,95028.2,invoice,benford_break
105315,2025-02-12,6100,Travel & Conveyance,Keystone Repairs & Services,EMP0140,3224.51,invoice,none
109221,2024-04-05,6100,Travel & Conveyance,Zenith Professional Consultants,EMP0154,4199.85,invoice,none
104248,2024-07-16,7100,Equipment Purchases (Capex),Silverline Facility Services,EMP0157,38610.23,invoice,none
114572,2025-01-07,6800,Consulting Services,Pinecrest Travel & Tours,EMP0118,14181.26,invoice,weekend_posting
109108,2025-01-10,6200,Office Supplies & Stationery,Radiance Advertising Group,EMP0155,20062.8,invoice,none
109498,2024-08-16,6100,Travel & Conveyance,Northstar Power & Utilities,EMP0145,13766.45,invoice,none
101097,2024-09-17,6500,Marketing & Advertising,Falcon Stationery Mart,EMP0109,2966.28,invoice,none
106654,2024-07-17,6400,IT & Software Licenses,Westfield Catering Services,EMP0139,5486.62,invoice,none
101274,2024-06-04,7100,Equipment Purchases (Capex),Lumen Software Systems India,EMP0112,14507.48,invoice,none
105699,2025-03-14,6300,Professional & Legal Fees,Falcon Stationery Mart,EMP0156,20001.03,invoice,none
114579,2024-04-25,6300,Professional & Legal Fees,Sundaram Professional Services,EMP0143,18146.6,invoice,weekend_posting
108729,2024-07-05,6300,Professional & Legal Fees,Zenith Professional Consultants,EMP0113,5003.99,invoice,none
106798,2024-08-19,6100,Travel & Conveyance,Pinecrest Travel & Tours,EMP0107,14629.56,invoice,none
109591,2024-06-06,7100,Equipment Purchases (Capex),Northstar Power & Utilities,EMP0154,4026.54,invoice,none
106616,2024-04-11,7100,Equipment Purchases (Capex),Quantum Data Services Pvt Ltd,EMP0117,19922.97,invoice,none
103359,2025-03-24,6500,Marketing & Advertising,Evergreen IT Solutions Pvt Ltd,EMP0137,3510.11,invoice,none
107756,2024-09-27,6100,Travel & Conveyance,Orion Equipment Rentals,EMP0126,17560.63,invoice,none
100184,2024-12-02,6600,Electricity & Utilities,Westfield Catering Services,EMP0152,2581.57,invoice,none
112050,2024-07-16,6500,Marketing & Advertising,Lumen Software Systems India,EMP0129,21539.04,invoice,none
111515,2024-09-20,7200,Rent & Facilities,Lumen Software Systems India,EMP0129,22611.58,invoice,none
106514,2024-12-09,6400,IT & Software Licenses,Zenith Professional Consultants,EMP0143,4117.71,invoice,none
104568,2024-08-07,6200,Office Supplies & Stationery,Horizon Marketing Solutions,EMP0146,29838.94,invoice,none
106604,2024-07-09,7100,Equipment Purchases (Capex),Radiance Advertising Group,EMP0130,8858.82,invoice,none
113170,2025-02-11,6100,Travel & Conveyance,Pinecrest Travel & Tours,EMP0140,13091.36,invoice,none
101962,2024-08-09,6600,Electricity & Utilities,Titan Hardware Suppliers,EMP0117,16743.31,invoice,none
104993,2025-03-27,7100,Equipment Purchases (Capex),Silverline Facility Services,EMP0146,30695.88,invoice,none
104892,2024-10-23,6100,Travel & Conveyance,Crescent Office Supplies,EMP0109,32276.08,invoice,none
108040,2024-06-14,6100,Travel & Conveyance,Crescent Office Supplies,EMP0127,23654.29,invoice,none
105870,2024-07-16,7100,Equipment Purchases (Capex),Silverline Facility Services,EMP0128,52518.89,invoice,none
109571,2024-08-23,6300,Professional & Legal Fees,Nexgen Consulting LLP,EMP0156,8761.15,invoice,none
114468,2024-06-15,6400,IT & Software Licenses,Yellowstone Cleaning Services,EMP0133,38747.22,invoice,weekend_posting
106227,2024-05-13,6400,IT & Software Licenses,Silverline Facility Services,EMP0127,4557.05,invoice,none
114942,2025-03-20,6800,Consulting Services,Evergreen IT Solutions Pvt Ltd,EMP0154,76294.02,invoice,duplicate_invoice
110796,2024-11-27,6600,Electricity & Utilities,Vertex Engineering Co Pvt Ltd,EMP0141,32278.38,invoice,none
101252,2024-11-29,6200,Office Supplies & Stationery,Crescent Office Supplies,EMP0102,20246.94,invoice,none
103177,2025-03-05,7100,Equipment Purchases (Capex),Zenith Professional Consultants,EMP0144,11599.84,invoice,none
103360,2024-06-12,6700,Repairs & Maintenance,Shree Balaji Logistics Pvt Ltd,EMP0107,1192.37,invoice,none
112263,2024-10-02,7200,Rent & Facilities,Radiance Advertising Group,EMP0157,22043.41,invoice,none
111653,2024-08-29,6800,Consulting Services,Sundaram Professional Services,EMP0158,3596.99,invoice,none
111801,2025-01-02,6200,Office Supplies & Stationery,Sundaram Professional Services,EMP0110,15744.17,invoice,none
113726,2024-09-24,6700,Repairs & Maintenance,Quantum Data Services Pvt Ltd,EMP0113,26353.61,invoice,none
107412,2024-09-19,7200,Rent & Facilities,Yellowstone Cleaning Services,EMP0102,2651.07,invoice,none
107539,2025-02-13,6200,Office Supplies & Stationery,Meridian Consulting Partners,EMP0160,18383.71,invoice,none
101052,2024-05-09,7100,Equipment Purchases (Capex),Vertex Engineering Co Pvt Ltd,EMP0138,7810.14,invoice,none
109222,2024-12-13,7200,Rent & Facilities,Quantum Data Services Pvt Ltd,EMP0112,3521.41,invoice,none
108465,2024-09-02,6100,Travel & Conveyance,Quantum Data Services Pvt Ltd,EMP0129,10349.19,invoice,none
104764,2025-03-12,6300,Professional & Legal Fees,Horizon Marketing Solutions,EMP0110,66656.31,invoice,none
115074,2024-10-23,7100,Equipment Purchases (Capex),Meridian Consulting Partners,EMP0147,85327.3,invoice,benford_break
101875,2024-07-09,6500,Marketing & Advertising,Shree Balaji Logistics Pvt Ltd,EMP0154,16624.75,invoice,none
109279,2024-07-29,7200,Rent & Facilities,Union Print & Design Studio,EMP0149,5130.91,invoice,none
110512,2024-12-24,7200,Rent & Facilities,Shree Balaji Logistics Pvt Ltd,EMP0126,11339.22,invoice,none
107283,2024-05-28,6200,Office Supplies & Stationery,Shree Balaji Logistics Pvt Ltd,EMP0158,14572.09,invoice,none
109009,2024-10-25,6100,Travel & Conveyance,Lumen Software Systems India,EMP0110,9706.35,invoice,none
111612,2024-06-13,7100,Equipment Purchases (Capex),Vertex Engineering Co Pvt Ltd,EMP0135,22778.25,invoice,none
104323,2025-01-08,7200,Rent & Facilities,Yellowstone Cleaning Services,EMP0154,8282.68,invoice,none
109449,2025-02-20,6200,Office Supplies & Stationery,Titan Hardware Suppliers,EMP0153,12008.31,invoice,none
105832,2025-01-06,6400,IT & Software Licenses,Yellowstone Cleaning Services,EMP0141,13121.97,invoice,none
112366,2024-06-21,6800,Consulting Services,Titan Hardware Suppliers,EMP0145,21818.83,invoice,none
110276,2024-04-15,6600,Electricity & Utilities,Westfield Catering Services,EMP0147,4634.8,invoice,none
109903,2024-05-15,6500,Marketing & Advertising,Titan Hardware Suppliers,EMP0129,22904.08,invoice,none
113372,2024-10-08,7200,Rent & Facilities,Meridian Consulting Partners,EMP0128,99895.99,invoice,none
111861,2024-11-25,6700,Repairs & Maintenance,Titan Hardware Suppliers,EMP0129,18284.59,invoice,none
104486,2024-08-21,6200,Office Supplies & Stationery,Horizon Marketing Solutions,EMP0144,5966.89,invoice,none
108616,2024-12-04,6800,Consulting Services,Quantum Data Services Pvt Ltd,EMP0153,2429.39,invoice,none
103925,2024-09-23,6300,Professional & Legal Fees,Silverline Facility Services,EMP0139,1931.57,invoice,none
114460,2024-07-19,6100,Travel & Conveyance,Orion Equipment Rentals,EMP0114,10757.11,invoice,weekend_posting
111946,2024-04-10,6200,Office Supplies & Stationery,Crescent Office Supplies,EMP0112,9881.92,invoice,none
114812,2024-10-25,6500,Marketing & Advertising,Quantum Data Services Pvt Ltd,EMP0150,23535.37,invoice,duplicate_invoice
107851,2024-08-14,6400,IT & Software Licenses,Quantum Data Services Pvt Ltd,EMP0137,17960.89,invoice,none
114097,2025-02-05,6700,Repairs & Maintenance,Meridian Consulting Partners,EMP0134,750000.0,invoice,round_number
103114,2025-02-17,6800,Consulting Services,Vertex Engineering Co Pvt Ltd,EMP0141,2817.72,invoice,none
103304,2024-08-06,6200,Office Supplies & Stationery,Vertex Engineering Co Pvt Ltd,EMP0121,29356.6,invoice,none
109537,2025-02-12,6700,Repairs & Maintenance,Zenith Professional Consultants,EMP0134,38236.76,invoice,none
101691,2025-01-23,6800,Consulting Services,Silverline Facility Services,EMP0156,24337.32,invoice,none
112159,2024-09-08,6400,IT & Software Licenses,Union Print & Design Studio,EMP0129,10792.29,invoice,none
105049,2024-04-19,7200,Rent & Facilities,Om Facilities Management,EMP0140,27832.38,invoice,none
110275,2025-01-03,7200,Rent & Facilities,Vertex Engineering Co Pvt Ltd,EMP0138,3297.26,invoice,none
103309,2024-11-01,7100,Equipment Purchases (Capex),Horizon Marketing Solutions,EMP0136,14000.81,invoice,none
101505,2024-11-26,6700,Repairs & Maintenance,Pinecrest Travel & Tours,EMP0157,10726.84,invoice,none
101807,2024-08-07,6200,Office Supplies & Stationery,Lumen Software Systems India,EMP0129,3314.97,invoice,none
103872,2025-02-03,6400,IT & Software Licenses,Horizon Marketing Solutions,EMP0136,24456.44,invoice,none
112191,2024-07-11,6300,Professional & Legal Fees,Om Facilities Management,EMP0141,31038.14,invoice,none
103792,2024-08-26,6400,IT & Software Licenses,Silverline Facility Services,EMP0103,9480.28,invoice,none
114527,2024-07-24,6700,Repairs & Maintenance,Yellowstone Cleaning Services,EMP0157,4054.6,invoice,weekend_posting
111793,2024-09-09,6100,Travel & Conveyance,Titan Hardware Suppliers,EMP0136,26649.2,invoice,none
110616,2024-11-04,6300,Professional & Legal Fees,Silverline Facility Services,EMP0102,3765.2,invoice,none
101718,2024-07-03,6800,Consulting Services,Meridian Consulting Partners,EMP0106,5286.47,invoice,none
102697,2024-07-07,6500,Marketing & Advertising,Union Print & Design Studio,EMP0132,17412.51,invoice,none
101849,2024-05-27,6500,Marketing & Advertising,Om Facilities Management,EMP0110,42593.02,invoice,none
104513,2025-02-20,6500,Marketing & Advertising,Evergreen IT Solutions Pvt Ltd,EMP0160,23360.96,invoice,none
112511,2024-04-10,6600,Electricity & Utilities,Om Facilities Management,EMP0112,18097.55,invoice,none
106623,2025-01-23,6100,Travel & Conveyance,Nexgen Consulting LLP,EMP0122,12081.04,invoice,none
103436,2025-02-10,6700,Repairs & Maintenance,Evergreen IT Solutions Pvt Ltd,EMP0115,14470.8,invoice,none
110329,2024-04-15,6700,Repairs & Maintenance,Yellowstone Cleaning Services,EMP0156,14195.62,invoice,none
100143,2024-05-14,6300,Professional & Legal Fees,Pinecrest Travel & Tours,EMP0141,512.36,invoice,none
113650,2024-10-14,6200,Office Supplies & Stationery,Titan Hardware Suppliers,EMP0126,4449.66,invoice,none
106993,2024-07-08,7100,Equipment Purchases (Capex),Orion Equipment Rentals,EMP0106,4791.37,invoice,none
110290,2024-09-09,6500,Marketing & Advertising,Orion Equipment Rentals,EMP0150,7177.08,invoice,none
110053,2024-11-25,6800,Consulting Services,Silverline Facility Services,EMP0158,31168.91,invoice,none
101118,2024-12-26,6400,IT & Software Licenses,Meridian Consulting Partners,EMP0159,6769.21,invoice,none
101757,2025-02-12,6600,Electricity & Utilities,Radiance Advertising Group,EMP0109,9438.78,invoice,none
100498,2024-12-19,7200,Rent & Facilities,Lumen Software Systems India,EMP0133,3036.67,invoice,none
106752,2024-11-18,6700,Repairs & Maintenance,Lumen Software Systems India,EMP0114,7986.31,invoice,none
100871,2024-12-17,7200,Rent & Facilities,Yellowstone Cleaning Services,EMP0109,6428.09,invoice,none
103358,2025-02-18,6700,Repairs & Maintenance,Zenith Professional Consultants,EMP0126,2789.66,invoice,none
109105,2024-06-12,6800,Consulting Services,Yellowstone Cleaning Services,EMP0150,12355.61,invoice,none
107679,2025-02-24,6700,Repairs & Maintenance,Evergreen IT Solutions Pvt Ltd,EMP0148,113238.05,invoice,none
100722,2024-07-15,6400,IT & Software Licenses,Ironclad Security Systems,EMP0104,162802.16,invoice,none
100887,2024-07-30,7100,Equipment Purchases (Capex),Horizon Marketing Solutions,EMP0105,20121.78,invoice,none
114647,2024-12-02,6600,Electricity & Utilities,Zenith Professional Consultants,EMP0107,20798.29,invoice,weekend_posting
113492,2024-08-30,6300,Professional & Legal Fees,Pinecrest Travel & Tours,EMP0125,62768.96,invoice,none
112666,2024-07-02,6500,Marketing & Advertising,Zenith Professional Consultants,EMP0109,156169.85,invoice,none
108348,2024-10-15,7200,Rent & Facilities,Silverline Facility Services,EMP0123,5738.26,invoice,none
109713,2024-05-09,6100,Travel & Conveyance,Orion Equipment Rentals,EMP0132,34873.87,invoice,none
108103,2024-06-27,6800,Consulting Services,Shree Balaji Logistics Pvt Ltd,EMP0112,48811.46,invoice,none
113268,2024-04-17,6200,Office Supplies & Stationery,Vertex Engineering Co Pvt Ltd,EMP0131,33831.97,invoice,none
110408,2025-01-17,6300,Professional & Legal Fees,Keystone Repairs & Services,EMP0149,9319.46,invoice,none
100315,2024-05-23,7100,Equipment Purchases (Capex),Falcon Stationery Mart,EMP0154,46492.6,invoice,none
113649,2024-11-14,6400,IT & Software Licenses,Yellowstone Cleaning Services,EMP0135,12877.07,invoice,none
111389,2024-10-24,7100,Equipment Purchases (Capex),Westfield Catering Services,EMP0151,27210.75,invoice,none
104205,2024-09-26,6600,Electricity & Utilities,Sundaram Professional Services,EMP0148,29205.3,invoice,none
105851,2024-07-19,6600,Electricity & Utilities,Westfield Catering Services,EMP0129,2933.74,invoice,none
106130,2024-04-08,6100,Travel & Conveyance,Quantum Data Services Pvt Ltd,EMP0124,39008.3,invoice,none
105448,2025-01-10,7100,Equipment Purchases (Capex),Horizon Marketing Solutions,EMP0104,2596.79,invoice,none
103130,2025-02-14,6500,Marketing & Advertising,Radiance Advertising Group,EMP0134,17995.83,invoice,none
101997,2024-05-20,6200,Office Supplies & Stationery,Northstar Power & Utilities,EMP0148,25049.12,invoice,none
113718,2024-08-30,6500,Marketing & Advertising,Evergreen IT Solutions Pvt Ltd,EMP0116,27929.51,invoice,none
103969,2024-06-14,6700,Repairs & Maintenance,Zenith Professional Consultants,EMP0110,11861.94,invoice,none
112045,2024-09-23,7200,Rent & Facilities,Evergreen IT Solutions Pvt Ltd,EMP0154,4262.78,invoice,none
100337,2024-04-22,7100,Equipment Purchases (Capex),Yellowstone Cleaning Services,EMP0129,112102.94,invoice,none
113415,2024-06-28,6400,IT & Software Licenses,Nexgen Consulting LLP,EMP0145,2651.91,invoice,none
112770,2024-09-09,6700,Repairs & Maintenance,Meridian Consulting Partners,EMP0149,21269.5,invoice,none
110565,2024-05-02,6600,Electricity & Utilities,Meridian Consulting Partners,EMP0135,9215.51,invoice,none
102986,2024-07-11,6100,Travel & Conveyance,Shree Balaji Logistics Pvt Ltd,EMP0111,9325.06,invoice,none
104621,2024-08-06,6700,Repairs & Maintenance,Sundaram Professional Services,EMP0150,12457.41,invoice,none
106532,2025-01-13,6700,Repairs & Maintenance,Nexgen Consulting LLP,EMP0110,25149.12,invoice,none
110032,2024-05-23,6600,Electricity & Utilities,Bharat Freight Carriers,EMP0117,59359.68,invoice,none
103559,2025-02-12,7200,Rent & Facilities,Union Print & Design Studio,EMP0127,19244.94,invoice,none
113910,2025-03-07,6600,Electricity & Utilities,Shree Balaji Logistics Pvt Ltd,EMP0105,10370.78,invoice,none
103417,2025-02-07,6700,Repairs & Maintenance,Ironclad Security Systems,EMP0155,24186.24,invoice,none
100308,2024-06-04,6300,Professional & Legal Fees,Quantum Data Services Pvt Ltd,EMP0128,6934.76,invoice,none
115142,2025-01-27,7200,Rent & Facilities,Quantum Data Services Pvt Ltd,EMP0110,95169.2,invoice,benford_break
111570,2024-08-13,6100,Travel & Conveyance,Evergreen IT Solutions Pvt Ltd,EMP0132,106297.83,invoice,none
100349,2024-07-15,7200,Rent & Facilities,Northstar Power & Utilities,EMP0130,14693.44,invoice,none
105919,2024-06-05,6200,Office Supplies & Stationery,Keystone Repairs & Services,EMP0160,14035.64,invoice,none
113407,2024-10-17,6600,Electricity & Utilities,Bharat Freight Carriers,EMP0143,3473.04,invoice,none
107244,2024-12-04,6400,IT & Software Licenses,Northstar Power & Utilities,EMP0158,9821.42,invoice,none
114500,2024-05-31,7100,Equipment Purchases (Capex),Crescent Office Supplies,EMP0116,11298.34,invoice,weekend_posting
104483,2025-02-03,6500,Marketing & Advertising,Nexgen Consulting LLP,EMP0160,9993.89,invoice,none
112119,2024-07-19,6300,Professional & Legal Fees,Westfield Catering Services,EMP0120,24659.56,invoice,none
109422,2024-08-01,6500,Marketing & Advertising,Northstar Power & Utilities,EMP0118,7036.66,invoice,none
108264,2024-08-05,6100,Travel & Conveyance,Sundaram Professional Services,EMP0132,33294.35,invoice,none
113565,2024-10-15,6200,Office Supplies & Stationery,Westfield Catering Services,EMP0115,3106.3,invoice,none
106856,2024-05-03,6500,Marketing & Advertising,Orion Equipment Rentals,EMP0102,5610.56,invoice,none
112402,2024-12-02,6400,IT & Software Licenses,Horizon Marketing Solutions,EMP0113,8311.89,invoice,none
110910,2025-03-13,6300,Professional & Legal Fees,Union Print & Design Studio,EMP0141,3272.53,invoice,none
112422,2024-12-17,6300,Professional & Legal Fees,Crescent Office Supplies,EMP0114,10253.23,invoice,none
114108,2025-01-17,7100,Equipment Purchases (Capex),Keystone Repairs & Services,EMP0136,1500000.0,invoice,round_number
101667,2025-03-07,6300,Professional & Legal Fees,Bharat Freight Carriers,EMP0103,23880.57,invoice,none
107580,2024-09-10,6700,Repairs & Maintenance,Keystone Repairs & Services,EMP0159,46162.52,invoice,none
105571,2024-04-24,6600,Electricity & Utilities,Lumen Software Systems India,EMP0139,25977.15,invoice,none
100053,2024-07-05,6500,Marketing & Advertising,Bharat Freight Carriers,EMP0154,2966.16,invoice,none
110141,2024-08-20,6500,Marketing & Advertising,Pinecrest Travel & Tours,EMP0132,20806.39,invoice,none
106264,2024-07-15,7100,Equipment Purchases (Capex),Titan Hardware Suppliers,EMP0108,38723.02,invoice,none
101446,2024-08-20,6700,Repairs & Maintenance,Union Print & Design Studio,EMP0106,4768.29,invoice,none
110018,2025-03-12,6500,Marketing & Advertising,Meridian Consulting Partners,EMP0125,3529.8,invoice,none
110363,2024-06-12,6800,Consulting Services,Yellowstone Cleaning Services,EMP0118,11443.86,invoice,none
101696,2024-12-24,7100,Equipment Purchases (Capex),Pinecrest Travel & Tours,EMP0137,3184.8,invoice,none
101575,2024-08-29,6800,Consulting Services,Westfield Catering Services,EMP0147,22186.98,invoice,none
111301,2024-07-03,6200,Office Supplies & Stationery,Falcon Stationery Mart,EMP0149,12839.19,invoice,none
104406,2024-06-09,6700,Repairs & Maintenance,Horizon Marketing Solutions,EMP0107,3536.72,invoice,none
101631,2024-07-23,6800,Consulting Services,Shree Balaji Logistics Pvt Ltd,EMP0109,5998.24,invoice,none
112823,2024-08-30,6700,Repairs & Maintenance,Nexgen Consulting LLP,EMP0102,1423.23,invoice,none
101882,2024-05-15,6800,Consulting Services,Orion Equipment Rentals,EMP0138,6058.14,invoice,none
105075,2024-10-21,6700,Repairs & Maintenance,Evergreen IT Solutions Pvt Ltd,EMP0157,22228.01,invoice,none
105510,2024-08-29,6800,Consulting Services,Silverline Facility Services,EMP0116,59929.46,invoice,none
113469,2024-10-25,7100,Equipment Purchases (Capex),Meridian Consulting Partners,EMP0105,2659.38,invoice,none
110330,2025-01-23,6300,Professional & Legal Fees,Om Facilities Management,EMP0110,1890.72,invoice,none
109041,2025-01-17,6800,Consulting Services,Titan Hardware Suppliers,EMP0131,4618.58,invoice,none
110834,2025-03-25,6700,Repairs & Maintenance,Northstar Power & Utilities,EMP0106,5572.04,invoice,none
111085,2024-04-03,7100,Equipment Purchases (Capex),Meridian Consulting Partners,EMP0158,10341.0,invoice,none
100187,2024-08-06,6400,IT & Software Licenses,Om Facilities Management,EMP0107,18983.78,invoice,none
105559,2024-11-22,7200,Rent & Facilities,Falcon Stationery Mart,EMP0131,8200.17,invoice,none
107186,2025-02-18,7200,Rent & Facilities,Zenith Professional Consultants,EMP0104,15752.71,invoice,none
114113,2024-08-12,7100,Equipment Purchases (Capex),Shree Balaji Logistics Pvt Ltd,EMP0138,1500000.0,invoice,round_number
111710,2025-02-06,6500,Marketing & Advertising,Orion Equipment Rentals,EMP0133,5599.51,invoice,none
106588,2024-04-04,6500,Marketing & Advertising,Quantum Data Services Pvt Ltd,EMP0133,7269.51,invoice,none
101235,2024-11-22,6200,Office Supplies & Stationery,Quantum Data Services Pvt Ltd,EMP0123,1184.46,invoice,none
110660,2024-04-17,6400,IT & Software Licenses,Horizon Marketing Solutions,EMP0104,3240.29,invoice,none
103916,2024-07-26,6600,Electricity & Utilities,Vertex Engineering Co Pvt Ltd,EMP0111,11801.13,invoice,none
100447,2024-08-14,6400,IT & Software Licenses,Silverline Facility Services,EMP0110,37685.94,invoice,none
100845,2025-02-11,6600,Electricity & Utilities,Silverline Facility Services,EMP0106,9977.66,invoice,none
105202,2024-09-04,7200,Rent & Facilities,Lumen Software Systems India,EMP0107,41842.42,invoice,none
115247,2024-04-10,6500,Marketing & Advertising,Falcon Stationery Mart,EMP0145,94711.4,invoice,benford_break
112056,2024-12-11,6500,Marketing & Advertising,Orion Equipment Rentals,EMP0124,5924.26,invoice,none
102441,2024-12-04,6100,Travel & Conveyance,Sundaram Professional Services,EMP0159,4612.09,invoice,none
103104,2024-11-29,6100,Travel & Conveyance,Westfield Catering Services,EMP0109,91115.16,invoice,none
107693,2024-12-06,6200,Office Supplies & Stationery,Union Print & Design Studio,EMP0131,706.76,invoice,none
104775,2024-12-18,6100,Travel & Conveyance,Nexgen Consulting LLP,EMP0146,27610.88,invoice,none
109719,2025-02-07,7200,Rent & Facilities,Crescent Office Supplies,EMP0127,10156.74,invoice,none
106975,2024-11-21,7100,Equipment Purchases (Capex),Orion Equipment Rentals,EMP0109,4831.77,invoice,none
106095,2024-12-20,7200,Rent & Facilities,Silverline Facility Services,EMP0131,2202.13,invoice,none
109487,2024-06-25,7200,Rent & Facilities,Keystone Repairs & Services,EMP0124,62347.25,invoice,none
102154,2025-02-28,6400,IT & Software Licenses,Lumen Software Systems India,EMP0142,17669.76,invoice,none
105519,2024-06-10,6100,Travel & Conveyance,Radiance Advertising Group,EMP0149,9734.36,invoice,none
112214,2024-10-10,6700,Repairs & Maintenance,Keystone Repairs & Services,EMP0131,5407.26,invoice,none
105068,2025-02-18,6800,Consulting Services,Pinecrest Travel & Tours,EMP0114,36619.98,invoice,none
112872,2024-05-10,6500,Marketing & Advertising,Silverline Facility Services,EMP0155,6284.19,invoice,none
111747,2024-10-31,6500,Marketing & Advertising,Horizon Marketing Solutions,EMP0119,20158.11,invoice,none
112701,2024-08-27,6700,Repairs & Maintenance,Pinecrest Travel & Tours,EMP0143,20521.85,invoice,none
100777,2025-03-05,6100,Travel & Conveyance,Zenith Professional Consultants,EMP0159,35526.71,invoice,none
108418,2024-04-12,6400,IT & Software Licenses,Quantum Data Services Pvt Ltd,EMP0148,7382.79,invoice,none
115089,2025-01-02,6700,Repairs & Maintenance,Union Print & Design Studio,EMP0119,72055.2,invoice,benford_break
106325,2024-10-23,6600,Electricity & Utilities,Lumen Software Systems India,EMP0128,7117.82,invoice,none
104921,2024-10-21,6200,Office Supplies & Stationery,Zenith Professional Consultants,EMP0152,63340.53,invoice,none
113278,2024-04-30,6300,Professional & Legal Fees,Falcon Stationery Mart,EMP0119,2308.94,invoice,none
109183,2024-05-08,6500,Marketing & Advertising,Quantum Data Services Pvt Ltd,EMP0110,3360.05,invoice,none
114489,2024-06-23,6400,IT & Software Licenses,Titan Hardware Suppliers,EMP0147,14542.82,invoice,weekend_posting
